,date,has_setlist,name,tour,venue
7516,01-04-2011,True,Zorge,No Tour Assigned,Gogol'
7517,01-04-2011,False,Noize MC,No Tour Assigned,Milk
7518,01-04-2011,True,Hocico,No Tour Assigned,Tochka
7519,31-03-2011,False,uSSSy,No Tour Assigned,Squat Cafe
7520,30-03-2011,False,Crimson Blue,No Tour Assigned,Tabula Rasa
7521,27-03-2011,True,Tony Sheridan,No Tour Assigned,B2
7522,27-03-2011,True,Crematory,No Tour Assigned,Tochka
7523,26-03-2011,True,Enslaved,No Tour Assigned,XO club
7524,26-03-2011,True,Sonic Syndicate,No Tour Assigned,Plan B Club
7525,26-03-2011,False,????,No Tour Assigned,Crocus City Hall
7526,26-03-2011,True,Interpol,European Spring Tour 2011,A2
7527,25-03-2011,True,KYPCK,No Tour Assigned,P!PL
7528,25-03-2011,True,Peter Doherty,No Tour Assigned,Milk
7529,24-03-2011,False,Eurosmith,No Tour Assigned,Music Town
7530,24-03-2011,True,Jeniferever,No Tour Assigned,16 Tons
7531,24-03-2011,True,Bonaparte,No Tour Assigned,B2
7532,23-03-2011,True,Deep Purple,2011 Tour,Olympijskiy Stadium
7533,20-03-2011,False,Cosmonauts Day,No Tour Assigned,Vermel
7534,19-03-2011,False,Zann,No Tour Assigned,Aktoviy Zal
7535,10-06-2012,True,Clawfinger,No Tour Assigned,Tushino Air Field
7536,10-06-2012,True,Therapy?,A Brief Crack Of Light,Tushino Air Field
7537,10-06-2012,False,Chairlift,No Tour Assigned,Strelka Institute
7538,10-06-2012,True,The Rasmus,The Rasmus Tour,Tushino Air Field
7539,10-06-2012,False,Biting Elbows,No Tour Assigned,Tushino Air Field
7540,10-06-2012,False,Light Asylum,No Tour Assigned,Strelka Institute
7541,10-06-2012,True,Linkin Park,2012 European Tour,Tushino Air Field
7542,09-06-2012,True,Zaz,No Tour Assigned,Zeleniy Theater
7543,09-06-2012,False,Jucifer,No Tour Assigned,Artplay
7544,09-06-2012,True,M.I.A.,No Tour Assigned,Hermitage Garden
7545,08-06-2012,True,Deathstars,No Tour Assigned,Milk
7546,08-06-2012,False,Everything Is Made in China,No Tour Assigned,Artplay
7547,07-06-2012,False,Palast Orchester mit seinem Sänger Max Raabe,No Tour Assigned,Crocus City Hall
7548,06-06-2012,True,Stick to Your Guns,No Tour Assigned,Plan B Club
7549,06-06-2012,False,Hero Dishonest,No Tour Assigned,Shokoladnaya Fabrika
7550,06-06-2012,False,Macy Gray,No Tour Assigned,Crocus City Hall
7551,05-06-2012,True,Limp Bizkit,European Tour 2012,Stadium Live
7552,05-06-2012,False,Noize MC,No Tour Assigned,Stadium Live
7553,05-06-2012,True,Mötley Crüe,European Summer Tour 2012,Crocus City Hall
7554,05-06-2012,False,Your Demise,No Tour Assigned,Plan B Club
7555,29-06-2017,True,Olga Buzova,No Tour Assigned,Luzhniki Stadium
7556,29-06-2017,True,Cotton Mather,No Tour Assigned,Stadium Live
7557,28-06-2017,True,Chelsea Grin,European Summer 2017,Moskva Hall
7558,28-06-2017,True,Al Bano & Romina Power,Final Concert,Kremlin Palace
7559,27-06-2017,False,Olga Buzova,No Tour Assigned,Fashion TV
7560,25-06-2017,True,John Newman,No Tour Assigned,Tsaritsyno Park
7561,25-06-2017,True,The Boxer Rebellion,No Tour Assigned,Tsaritsyno Park
7562,25-06-2017,False,Weary Eyes,No Tour Assigned,Tsaritsyno Park
7563,25-06-2017,False,SOHN,No Tour Assigned,Tsaritsyno Park
7564,25-06-2017,False,Guru Groove Foundation,No Tour Assigned,Tsaritsyno Park
7565,25-06-2017,False,Sevdaliza,No Tour Assigned,Tsaritsyno Park
7566,25-06-2017,True,Hospital,No Tour Assigned,Hermitage Garden
7567,24-06-2017,True,Seafret,No Tour Assigned,Muzeon Park
7568,24-06-2017,False,Parov Stelar,The Burning Spider Tour,Tsaritsyno Park
7569,24-06-2017,False,Roots Manuva,No Tour Assigned,Tsaritsyno Park
7570,24-06-2017,False,Young Adults,No Tour Assigned,Tsaritsyno Park
7571,24-06-2017,False,Yssue,No Tour Assigned,Tsaritsyno Park
7572,24-06-2017,False,Gunnar Haslam,No Tour Assigned,Tsaritsyno Park
7573,24-06-2017,False,DMX Krew,No Tour Assigned,Tsaritsyno Park
7574,24-06-2017,True,Evanescence,Evanescence In Concert,Stadium Live
7575,22-11-2018,False,Sister Bliss,No Tour Assigned,Gorky Park
7576,22-11-2018,False,Error37,No Tour Assigned,IZI
7577,21-11-2018,True,Anastacia,Evolution Tour,Crocus City Hall
7578,21-11-2018,True,Glenn Hughes,Classic Deep Purple Live,Moscow International House Of Music
7579,19-11-2018,True,Glenn Hughes,Classic Deep Purple Live,Moscow International House Of Music
7580,18-11-2018,True,Zu Ye Fa,No Tour Assigned,Bar uspex
7581,18-11-2018,True,Olga Buzova,Prinimay menya,Crocus City Hall
7582,18-11-2018,False,Feduk,No Tour Assigned,Stadium Live
7583,18-11-2018,True,Wildways,No Tour Assigned,GlavClub
7584,18-11-2018,False,Dance With the Dead,No Tour Assigned,Club Teatr'
7585,17-11-2018,True,The 69 Eyes,No Tour Assigned,Club Teatr'
7586,17-11-2018,False,Newsboys,Newsboys United,Kibbie Dome
7587,17-11-2018,True,Vulture Industries,No Tour Assigned,Rock House
7588,17-11-2018,False,Archgoat,No Tour Assigned,Mona Club
7589,17-11-2018,True,ATL,No Tour Assigned,Cition Hall
7590,17-11-2018,True,IC3PEAK,No Tour Assigned,Station Hall
7591,16-11-2018,False,Wojtek Mazolewski Quintet,No Tour Assigned,Jazz Club Esse
7592,16-11-2018,False,Nothing,No Tour Assigned,Pravda
7593,16-11-2018,False,Sonic Death,No Tour Assigned,Pluton
7594,16-11-2018,True,Conan,Existential Void Guardian Tour 2018,Aglomerat
7595,24-06-2009,False,Ease of Disgust,No Tour Assigned,Relax Club
7596,21-06-2009,True,Tesla Boy,No Tour Assigned,Ikra
7597,21-06-2009,False,pg.lost,No Tour Assigned,Aktoviy Zal
7598,20-06-2009,False,Infected Mushroom,No Tour Assigned,Open-air
7599,20-06-2009,False,Lusine,No Tour Assigned,Vodka Bar
7600,20-06-2009,False,Svartby,No Tour Assigned,
7601,19-06-2009,False,Ajja,No Tour Assigned,Open-air
7602,19-06-2009,False,Catharsis,No Tour Assigned,1Rock
7603,19-06-2009,False,Illuminated Faces,No Tour Assigned,Dom
7604,18-06-2009,False,Tinavie,No Tour Assigned,Jao-Da
7605,17-06-2009,False,Rock,No Tour Assigned,Caribe
7606,16-06-2009,False,Whitechapel,No Tour Assigned,Plan B Club
7607,16-06-2009,False,Ease of Disgust,No Tour Assigned,Plan B Club
7608,16-06-2009,False,Abominable Putridity,No Tour Assigned,Plan B Club
7609,14-06-2009,True,Foreigner,European Summer Tour 2009,Dvorets Sporta Luzhniki
7610,13-06-2009,False,417.3,No Tour Assigned,Aktoviy Zal
7611,13-06-2009,False,Carnivore Diprosopus,No Tour Assigned,Relax Club
7612,13-06-2009,False,Vitamin X,No Tour Assigned,Vse svoi
7613,13-06-2009,False,deadmau5,No Tour Assigned,Volokolamsk Highway
7614,13-06-2009,False,Avulsed,No Tour Assigned,Relax Club
7615,18-05-2013,False,Nero,No Tour Assigned,Arena Moscow
7616,18-05-2013,True,Breakdown of Sanity,No Tour Assigned,Moskva Hall
7617,18-05-2013,False,Jack Russell,No Tour Assigned,Plan B Club
7618,17-05-2013,True,The Answer,No Tour Assigned,Gipsy Bar
7619,17-05-2013,True,The Baseballs,No Tour Assigned,Arena Moscow
7620,17-05-2013,True,Sophie Ellis‐Bextor,No Tour Assigned,Hermitage Garden
7621,16-05-2013,True,Death Grips,No Tour Assigned,Artplay
7622,16-05-2013,True,The Sounds,No Tour Assigned,16 Tons
7623,16-05-2013,True,The Birthday Massacre,No Tour Assigned,Moskva Hall
7624,16-05-2013,True,Marky Ramone’s Blitzkrieg,Marky Ramone's Blitzkrieg feat. Andrew W.K.,16 Tons
7625,15-05-2013,False,Martin Kleid,No Tour Assigned,Gogol'
7626,15-05-2013,True,Tarja,The Beauty and the Beat,Crocus City Hall
7627,13-05-2013,True,Deafheaven,No Tour Assigned,Plan B Club
7628,11-05-2013,True,Ken Hensley,No Tour Assigned,Reka
7629,11-05-2013,True,FIEND,No Tour Assigned,Mona Club
7630,09-05-2013,True,Electro Spectre,Dangerous Game Tour,Concert Club
7631,09-05-2013,False,Shai Hulud,No Tour Assigned,Plan B Club
7632,09-05-2013,False,My Sleeping Karma,No Tour Assigned,Shokoladnaya Fabrika
7633,07-05-2013,True,Chelsea Grin,No Tour Assigned,Plan B Club
7634,07-05-2013,True,Emmure,The Mosh Lives Tour 2013,Plan B Club
7635,12-03-2017,True,Bastille,Wild Wild World Tour,Yotaspace
7636,11-03-2017,False,Human Tetris,No Tour Assigned,Sady Babilona
7637,11-03-2017,True,To the Rats and Wolves,No Tour Assigned,Volta Club
7638,11-03-2017,True,Frank Iero,Parachutes,Yotaspace
7639,10-03-2017,False,Jozef van Wissem,No Tour Assigned,Moskva Hall
7640,10-03-2017,True,Árstíðir,No Tour Assigned,Volta Club
7641,10-03-2017,True,iamthemorning,No Tour Assigned,Volta Club
7642,10-03-2017,True,Strangers,No Tour Assigned,JIMI Club
7643,08-03-2017,True,SEREBRO,No Tour Assigned,VDNKh
7644,08-03-2017,True,Glukoza,No Tour Assigned,Kremlin Palace
7645,08-03-2017,True,Olga Buzova,No Tour Assigned,Evropeyskiy
7646,07-03-2017,True,Soilwork,No Tour Assigned,Stadium Live
7647,07-03-2017,True,Kreator,Gods of Violence,Stadium Live
7648,07-03-2017,True,Sepultura,Machine Messiah World Tour,Stadium Live
7649,07-03-2017,True,Prāta Vētra,No Tour Assigned,16 Tons
7650,07-03-2017,True,Magnetic Poetry,No Tour Assigned,16 Tons
7651,06-03-2017,True,Toucan Die,No Tour Assigned,Svoe Radio
7652,05-03-2017,True,Nasty,No Tour Assigned,Fassbinder Cinema Bar
7653,04-03-2017,True,Arcturus,No Tour Assigned,Volta Club
7654,03-03-2017,True,Dire Straits Experience,No Tour Assigned,Crocus City Hall
7655,28-10-2005,True,t.A.T.u.,No Tour Assigned,Gaudi
7656,28-10-2005,True,Krokus,No Tour Assigned,Tochka
7657,28-10-2005,True,Dolphin,No Tour Assigned,SDK MAI
7658,26-10-2005,True,Van der Graaf Generator,Present Tour,Teatr Estradi
7659,23-10-2005,True,Stratovarius,Stratovarius World Tour 2005-2006,DK Gorbunova
7660,23-10-2005,True,Arkona,No Tour Assigned,Relax Club
7661,21-10-2005,True,t.A.T.u.,No Tour Assigned,
7662,20-10-2005,True,Tony Levin,No Tour Assigned,B2
7663,20-10-2005,True,Phil Collins,First Final Farewell Tour,Olympijskiy Stadium
7664,14-10-2005,False,Reutoff,No Tour Assigned,Dom
7665,14-10-2005,False,Jarboe,No Tour Assigned,Klub Na Brestskoy
7666,12-10-2005,True,Paul Di’Anno,Russian Tour 2005,Tochka
7667,09-10-2005,False,Diorama,No Tour Assigned,B2
7668,09-10-2005,True,mewithoutYou,Catch for Us the Foxes,University of Idaho
7669,09-10-2005,False,Melotron,Cliché Konzertreise,B2
7670,09-10-2005,False,Marduk,No Tour Assigned,Tochka
7671,09-10-2005,False,The Blood Brothers,Crimes,University of Idaho
7672,08-10-2005,False,Splean,No Tour Assigned,DK Gorbunova
7673,08-10-2005,True,Aria,No Tour Assigned,Dvorets Sporta Luzhniki
7674,06-10-2005,False,Angels of Light,No Tour Assigned,B2
7675,19-12-2009,False,Wighnomy Brothers,No Tour Assigned,Solyanka club
7676,19-12-2009,False,David Guetta,No Tour Assigned,Gaudi
7677,19-12-2009,True,Motörhead,Motorizer,Malaja Arena Luzhniki
7678,19-12-2009,True,Eclipse Hunter,No Tour Assigned,Kasta club
7679,19-12-2009,False,Xiu Xiu,No Tour Assigned,Gogol'
7680,18-12-2009,False,Noize MC,No Tour Assigned,B1 Maximum Club
7681,18-12-2009,True,Ian Gillan,rock meets classic,Moscow International House Of Music
7682,18-12-2009,False,Ferry Corsten,No Tour Assigned,Expocentre
7683,18-12-2009,False,Dolphin,No Tour Assigned,16 Tons
7684,18-12-2009,False,Pompeya,No Tour Assigned,Artplay
7685,18-12-2009,True,Dark Tranquillity,No Tour Assigned,Tochka
7686,18-12-2009,False,Billy's Band,No Tour Assigned,B2
7687,18-12-2009,True,Splean,No Tour Assigned,Ikra
7688,17-12-2009,False,Rekevin,No Tour Assigned,Masterskaya club
7689,17-12-2009,False,Floating Points,No Tour Assigned,Solyanka club
7690,17-12-2009,False,Bondage Fairies,No Tour Assigned,16 Tons
7691,16-12-2009,False,Pur:Pur,No Tour Assigned,Jao-Da
7692,16-12-2009,True,Everything Is Made in China,No Tour Assigned,B2
7693,13-12-2009,False,????????? ?????,No Tour Assigned,Ikra
7694,13-12-2009,True,Riverside,Anno Domini High Definition Tour,Tochka
7695,06-07-2013,True,Savages,No Tour Assigned,Gorky Park
7696,06-07-2013,False,Maksim,No Tour Assigned,Sokolniki
7697,06-07-2013,True,Arctic Monkeys,AM,Gorky Park
7698,06-07-2013,True,Foals,Holy Fire,Gorky Park
7699,06-07-2013,False,The Bohemians,No Tour Assigned,Plan B Club
7700,05-07-2013,False,Weloveyouwinona,No Tour Assigned,China-Town-Cafe
7701,05-07-2013,False,Heights,No Tour Assigned,Plan B Club
7702,03-07-2013,True,Die Antwoord,Blonde All Over,Arena Moscow
7703,02-07-2013,False,Rise of the Northstar,No Tour Assigned,Plan B Club
7704,02-07-2013,True,iwrestledabearonce,No Tour Assigned,Plan B Club
7705,30-06-2013,True,Crystal Castles,Crystal Castles III,VDNKh
7706,30-06-2013,True,Emika,DVA Tour,VDNKh
7707,30-06-2013,True,Zemfira,No Tour Assigned,VDNKh
7708,30-06-2013,False,Dub FX,No Tour Assigned,P!PL
7709,30-06-2013,True,Biting Elbows,No Tour Assigned,VDNKh
7710,30-06-2013,True,Paramore,European Tour 2013,VDNKh
7711,30-06-2013,True,iamamiwhoami,bounty,VDNKh
7712,30-06-2013,True,NOFX,european tour 30 years,VDNKh
7713,30-06-2013,True,Within Temptation,The Unforgiving World Tour,VDNKh
7714,30-06-2013,True,moremoney,No Tour Assigned,VDNKh
7715,27-07-2018,True,Nick Cave & The Bad Seeds,Skeleton Tree,Stadium Live
7716,26-07-2018,False,Anacondaz,No Tour Assigned,Krasnaya Presnya Park
7717,26-07-2018,True,Ledokol T.,"""Ledokol T."" tour",Schwein Club
7718,21-07-2018,True,Sundara Karma,No Tour Assigned,Muzeon Park
7719,21-07-2018,True,Biffy Clyro,European Summer Tour 2018,Muzeon Park
7720,21-07-2018,True,Circa Waves,No Tour Assigned,Muzeon Park
7721,21-07-2018,True,Miles Kane,Coup De Grace Tour,Muzeon Park
7722,21-07-2018,True,Tom Grennan,No Tour Assigned,Muzeon Park
7723,21-07-2018,True,Wolf Alice,No Tour Assigned,Muzeon Park
7724,20-07-2018,False,Kasta,No Tour Assigned,Muzeon Park
7725,20-07-2018,True,Master,No Tour Assigned,GlavClub
7726,18-07-2018,True,Dope,No Tour Assigned,ZIL ARENA
7727,18-07-2018,False,"Parks, Squares and Alleys",No Tour Assigned,Crocus City Hall
7728,18-07-2018,True,Portugal. The Man,No Tour Assigned,Crocus City Hall
7729,17-07-2018,True,Mark Lanegan,Gargoyle,Centralnyi Dom Hudozhnika
7730,15-07-2018,True,Nicky Jam,No Tour Assigned,Luzhniki Stadium
7731,15-07-2018,False,XLEB,No Tour Assigned,Moscow Museum
7732,14-07-2018,True,Voucraue,No Tour Assigned,AmBar
7733,14-07-2018,True,Ledokol T.,"""Ledokol T."" tour",AmBar
7734,14-07-2018,False,Paul Oakenfold,Spectrum: Birth of a Culture 1988-2018 World Tour,BUD Boat
7735,05-09-1998,False,Epidemia,No Tour Assigned,Diamond
7736,05-09-1998,True,Depeche Mode,The Singles Tour 86>98,Olympijskiy Stadium
7737,31-08-1998,False,Aria,No Tour Assigned,DK Meridian
7738,25-08-1998,True,Ringo Starr & His All Starr Band,4th All Starr Band,Rossia Concert Hall
7739,11-08-1998,False,Splean,No Tour Assigned,Luzhniki Stadium
7740,11-08-1998,True,The Rolling Stones,Bridges to Babylon,Luzhniki Stadium
7741,17-07-1998,True,Nick Cave & The Bad Seeds,No Tour Assigned,DK Gorbunova
7742,16-07-1998,False,Nick Cave & The Bad Seeds,No Tour Assigned,DK Gorbunova
7743,08-07-1998,True,Uriah Heep,Wizards of Rock,Moskovskiy Dvorets Molodezhi
7744,29-06-1998,False,Aria,No Tour Assigned,DK Meridian
7745,27-06-1998,False,Mumiy Troll',No Tour Assigned,Luzhniki
7746,11-06-1998,True,The Smashing Pumpkins,An Evening with the Smashing Pumpkins,DK Gorbunova
7747,11-06-1998,True,Alphaville,No Tour Assigned,Gorky Park
7748,05-06-1998,True,Modern Talking,No Tour Assigned,Kremlin Palace
7749,02-06-1998,True,Faithless,No Tour Assigned,Olympijskiy Stadium
7750,23-05-1998,False,Splean,No Tour Assigned,Olympijskiy Stadium
7751,23-05-1998,False,Tequilajazzz,No Tour Assigned,Olympijskiy Stadium
7752,23-05-1998,False,Vopli Vidopliasova,No Tour Assigned,Olympijskiy Stadium
7753,23-05-1998,False,Mumiy Troll',No Tour Assigned,Olympijskiy Stadium
7754,10-05-1998,False,Chris Rea,The blue cafe Tour '98,Kremlin Palace
7755,06-10-2013,True,Belphegor,20th Anniversary Shows 2013,Moskva Hall
7756,06-10-2013,False,Cliteater,No Tour Assigned,Mona Club
7757,06-10-2013,True,Alice Cooper,No Tour Assigned,Hard Rock Cafe
7758,06-10-2013,False,Jane Air,No Tour Assigned,P!PL
7759,05-10-2013,True,Knorkator,No Tour Assigned,Volta Club
7760,05-10-2013,True,The Last Resort,No Tour Assigned,Plan B Club
7761,05-10-2013,False,Last Resort,No Tour Assigned,Plan B Club
7762,05-10-2013,False,Spiral69,Ghosts in My Eyes Tour,Dom
7763,05-10-2013,True,Sham 69,No Tour Assigned,Plan B Club
7764,04-10-2013,True,ORIGA,No Tour Assigned,House of Russian abroad named after A. Solzhenitsyn
7765,04-10-2013,True,Satyricon,Satyricon World - Russia 2013,Volta Club
7766,04-10-2013,True,Alphaville,No Tour Assigned,GlavClub
7767,04-10-2013,True,Tanzwut,Höllenfahrt 2013,Moskva Hall
7768,03-10-2013,False,Last Hope,No Tour Assigned,Plan B Club
7769,03-10-2013,True,No Turning Back,No Tour Assigned,Plan B Club
7770,03-10-2013,False,Gipsy Kings,No Tour Assigned,Crocus City Hall
7771,03-10-2013,True,A Place to Bury Strangers,No Tour Assigned,Moskva Hall
7772,02-10-2013,True,Hanzel und Gretyl,No Tour Assigned,Volta Club
7773,02-10-2013,True,Amorphis,Circle,Moskva Hall
7774,01-10-2013,False,Shokran,No Tour Assigned,Plan B Club
7775,12-10-2010,True,Blessthefall,2010 European Fall Tour,Tochka
7776,11-10-2010,False,Keiko Matsui,No Tour Assigned,Moscow International House Of Music
7777,10-10-2010,True,Eclipse Hunter,No Tour Assigned,Kasta club
7778,10-10-2010,True,raison d’être,No Tour Assigned,Dom
7779,10-10-2010,True,Yoav,No Tour Assigned,B2
7780,10-10-2010,True,Atomine Elektrine,No Tour Assigned,Dom
7781,10-10-2010,True,Lamia Vox,No Tour Assigned,Dom
7782,08-10-2010,False,VELVET EDEN,No Tour Assigned,Plan B Club
7783,08-10-2010,False,ShazaLaKazoo,No Tour Assigned,Gazgolder Gallery
7784,07-10-2010,True,Leonard Cohen,Leonard Cohen Tour 2008-2010,Kremlin Palace
7785,07-10-2010,True,Zemfira,20 let bez kino,Olympijskiy Stadium
7786,06-10-2010,True,HEALTH,No Tour Assigned,16 Tons
7787,03-10-2010,False,Ion Dissonance,No Tour Assigned,Tochka
7788,03-10-2010,False,Bruno Pelletier,No Tour Assigned,Teatr Estradi
7789,03-10-2010,True,Limp Bizkit,Gold Cobra,Olympijskiy Stadium
7790,03-10-2010,False,Slot,No Tour Assigned,Olympijskiy Stadium
7791,03-10-2010,False,Mooncake,No Tour Assigned,16 Tons
7792,03-10-2010,False,Ease of Disgust,No Tour Assigned,Tochka
7793,02-10-2010,False,Bruno Pelletier,No Tour Assigned,Teatr Estradi
7794,02-10-2010,True,Amorphis,No Tour Assigned,P!PL
7795,26-04-2012,False,Shigeto,No Tour Assigned,Zavtra Club
7796,26-04-2012,True,Hercules and Love Affair,No Tour Assigned,Bahmetevskiy Garage
7797,26-04-2012,True,Scorpions,Final Sting World Tour,Crocus City Hall
7798,25-04-2012,True,Extreme,Pornograffitti Live,Stadium Live
7799,24-04-2012,True,Morten Harket,Out of my Hands,Crocus City Hall
7800,24-04-2012,False,Smash Hit Combo,No Tour Assigned,Relax Club
7801,23-04-2012,True,Extreme,No Tour Assigned,Serebryanniy Dozhd FM Studio
7802,23-04-2012,True,Extreme,No Tour Assigned,Evening Urgant
7803,22-04-2012,False,The American Dollar,No Tour Assigned,Milk (Small Stage)
7804,22-04-2012,False,The Morningside,No Tour Assigned,Kasta club
7805,22-04-2012,False,Tommy Emmanuel,No Tour Assigned,Moscow International House Of Music
7806,22-04-2012,True,pg.lost,No Tour Assigned,Milk (Small Stage)
7807,22-04-2012,False,Mental Home,No Tour Assigned,Kasta club
7808,22-04-2012,False,Black Art,No Tour Assigned,Kasta club
7809,22-04-2012,True,Moonlit Sailor,No Tour Assigned,Milk (Small Stage)
7810,22-04-2012,False,Mooncake,No Tour Assigned,Milk (Small Stage)
7811,22-04-2012,True,Astronautalis,No Tour Assigned,Muzeon Park
7812,22-04-2012,False,Voiceless Void,No Tour Assigned,Kasta club
7813,22-04-2012,False,Elnordia,No Tour Assigned,Kasta club
7814,21-04-2012,False,UberByte,No Tour Assigned,Hleb
7815,12-06-2007,True,Alisa,No Tour Assigned,Red Square
7816,12-06-2007,False,Kosheen,Damage Tour,Vinzavod
7817,11-06-2007,True,Suicidal Tendencies,No Tour Assigned,1Rock
7818,10-06-2007,False,Master,No Tour Assigned,Zeleniy Theater
7819,09-06-2007,False,Hell on Wheels,No Tour Assigned,Aktoviy Zal
7820,09-06-2007,True,Dolphin,No Tour Assigned,Centralnyi Dom Hudozhnika
7821,08-06-2007,False,Pompeya,No Tour Assigned,Gogol'
7822,08-06-2007,True,The Rasmus,No Tour Assigned,B1 Maximum Club
7823,08-06-2007,True,Zemfira,Deja Vu Tour,Zeleniy Theater
7824,06-06-2007,True,Linkin Park,2007 European Tour,Olympijskiy Stadium
7825,03-06-2007,False,Marcus Miller,No Tour Assigned,Arkhangelskoe Park
7826,02-06-2007,False,Horonko Orchester,No Tour Assigned,Tochka
7827,02-06-2007,True,Finntroll,Ur Jordens Djup,SDK MAI
7828,02-06-2007,True,Sparks,No Tour Assigned,Apelsin Club
7829,02-06-2007,False,DJ Mehdi,No Tour Assigned,Denis Simachev Shop Bar
7830,01-06-2007,False,Evdokia Kadi,No Tour Assigned,Centralnyi Dom Hudozhnika
7831,01-06-2007,True,Sparks,No Tour Assigned,Apelsin Club
7832,01-06-2007,False,Zemfira,Deja Vu Tour,Olympijskiy Stadium
7833,01-06-2007,True,Christina Aguilera,No Tour Assigned,Olympijskiy Stadium
7834,01-06-2007,False,Jay-Jay Johanson,No Tour Assigned,Ikra
7835,31-07-2017,False,Deform,No Tour Assigned,Stadium Live
7836,30-07-2017,True,4GKZ,No Tour Assigned,4GKZ's office
7837,29-07-2017,True,Dua Lipa,No Tour Assigned,Luzhniki Stadium
7838,29-07-2017,True,Luna,No Tour Assigned,Kolomenskoe Park
7839,29-07-2017,False,Glintshake,No Tour Assigned,Kolomenskoe Park
7840,29-07-2017,False,Kito Jempere,No Tour Assigned,Kolomenskoe Park
7841,29-07-2017,False,The Heliocentrics,No Tour Assigned,Kolomenskoe Park
7842,29-07-2017,True,On-The-Go,No Tour Assigned,Kolomenskoe Park
7843,29-07-2017,True,Kasabian,For Crying Out Loud,Kolomenskoe Park
7844,29-07-2017,True,Foals,No Tour Assigned,Kolomenskoe Park
7845,29-07-2017,True,Everything Everything,No Tour Assigned,Kolomenskoe Park
7846,29-07-2017,False,A$AP Ferg,No Tour Assigned,Kolomenskoe Park
7847,29-07-2017,False,ABRA,No Tour Assigned,Kolomenskoe Park
7848,29-07-2017,True,Bebe Rexha,No Tour Assigned,Luzhniki Stadium
7849,29-07-2017,True,5’nizza,No Tour Assigned,Kolomenskoe Park
7850,28-07-2017,True,Bebe Rexha,No Tour Assigned,Lounge Bar O2
7851,28-07-2017,False,deadmau5,lots of shows in a row,Stadium Live
7852,28-07-2017,True,Dua Lipa,No Tour Assigned,Lounge Bar O2
7853,28-07-2017,False,Zorge,No Tour Assigned,Mumiy Troll Bar
7854,27-07-2017,True,Billy Talent,Afraid of Heights,GlavClub
7855,05-06-2016,False,Sea Radio,No Tour Assigned,VDNKh
7856,05-06-2016,False,Tesla Boy,No Tour Assigned,VDNKh
7857,05-06-2016,True,Everlast,No Tour Assigned,StereoHall
7858,05-06-2016,True,HONNE,No Tour Assigned,VDNKh
7859,05-06-2016,True,GusGus,No Tour Assigned,VDNKh
7860,05-06-2016,True,Pompeya,No Tour Assigned,VDNKh
7861,04-06-2016,True,Hercules and Love Affair,The Feast of the Broken Heart,VDNKh
7862,04-06-2016,True,Azealia Banks,No Tour Assigned,VDNKh
7863,04-06-2016,False,On-The-Go,"""Origins"" Release Tour",VDNKh
7864,04-06-2016,False,Lipelis,No Tour Assigned,VDNKh
7865,04-06-2016,False,Zebra Katz,No Tour Assigned,VDNKh
7866,04-06-2016,False,Kim Ann Foxman,No Tour Assigned,VDNKh
7867,04-06-2016,False,WhoMadeWho,No Tour Assigned,VDNKh
7868,04-06-2016,False,Dave Pad,No Tour Assigned,VDNKh
7869,04-06-2016,False,Zdob și Zdub,No Tour Assigned,Yotaspace
7870,04-06-2016,True,Spiritual Front,No Tour Assigned,Club Teatr'
7871,04-06-2016,True,Mumiy Troll',No Tour Assigned,VDNKh
7872,04-06-2016,True,Prāta Vētra,No Tour Assigned,VDNKh
7873,04-06-2016,False,Alina Os,No Tour Assigned,VDNKh
7874,04-06-2016,False,Art Crime,No Tour Assigned,VDNKh
7875,01-12-2012,False,Hospital,No Tour Assigned,China-Town-Cafe
7876,01-12-2012,False,múm,No Tour Assigned,Artplay
7877,01-12-2012,True,Kipelov,10 Years,Crocus City Hall
7878,01-12-2012,True,Machinae Supremacy,Rise of a Digital Nation,Moskva Hall
7879,01-12-2012,True,Rome,No Tour Assigned,Plan B Club
7880,01-12-2012,False,Einar Stray,No Tour Assigned,Artplay
7881,01-12-2012,False,SunSay,No Tour Assigned,16 Tons
7882,30-11-2012,True,The Bohemians,No Tour Assigned,Plan B Club
7883,30-11-2012,True,Dolphin,No Tour Assigned,B2
7884,29-11-2012,False,Noize MC,No Tour Assigned,16 Tons
7885,27-11-2012,False,Michel Teló,Na Balada,Crocus City Hall
7886,26-11-2012,True,Lara Fabian,The Best,Kremlin Palace
7887,25-11-2012,True,Lara Fabian,The Best,Kremlin Palace
7888,25-11-2012,True,SOiL,No Tour Assigned,Plan B Club
7889,24-11-2012,False,Lumen,No Tour Assigned,Stadium Live
7890,24-11-2012,False,Alai Oli,No Tour Assigned,A2
7891,24-11-2012,True,Gorky Park,25th Anniversary Tour,Olympijskiy Stadium
7892,24-11-2012,True,Sophie Ellis‐Bextor,No Tour Assigned,Milk
7893,24-11-2012,True,Julia Volkova,No Tour Assigned,Central Station MSK
7894,24-11-2012,False,Kuedo,No Tour Assigned,Solyanka club
7895,25-09-2008,False,Kola Kid,No Tour Assigned,
7896,24-09-2008,True,Iggy and The Stooges,No Tour Assigned,B1 Maximum Club
7897,21-09-2008,True,Walls of Jericho,No Tour Assigned,Tabula Rasa
7898,21-09-2008,True,Primal Fear,New Religion,Tochka
7899,20-09-2008,False,Necro Stellar,No Tour Assigned,Plan B Club
